Date,Open,High,Low,Close,Volume,Adj Close
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2023-12-01,778.9500122070312,782.875,776.0499877929688,777.7000122070312,22153536,756.9910278320312
2023-12-04,794.0,806.0,786.8250122070312,804.7000122070312,50662456,783.2720336914062
2023-12-05,818.25,819.5,808.25,811.8499755859375,52230820,790.2315673828125
2023-12-06,819.2249755859375,819.2249755859375,808.3250122070312,813.9000244140625,38613060,792.22705078125
2023-12-07,812.5,817.0,808.0999755859375,815.2249755859375,20450386,793.5167236328125
2023-12-08,815.2249755859375,827.5,815.2249755859375,826.5999755859375,33728038,804.5888061523438
2023-12-11,825.0250244140625,831.8499755859375,823.5,825.5,23187620,803.5181274414062
2023-12-12,827.0999755859375,828.125,815.9249877929688,817.2999877929688,36581476,795.5364990234375
2023-12-13,816.2249755859375,818.0,807.5499877929688,815.4500122070312,29346914,793.7357788085938
2023-12-14,823.0,829.4749755859375,822.5,825.0750122070312,35172366,803.1044921875
2023-12-15,825.0,834.0,823.2999877929688,828.2750244140625,138837130,806.21923828125
2023-12-18,830.3499755859375,832.3499755859375,825.4749755859375,827.8499755859375,18014754,805.8055419921875
2023-12-19,825.0,829.3250122070312,822.0250244140625,826.4500122070312,24008446,804.44287109375
2023-12-20,829.0,834.4749755859375,822.2249755859375,828.5,34232520,806.438232421875
2023-12-21,828.5,844.875,825.125,843.3499755859375,36589240,820.892822265625
2023-12-22,841.7999877929688,842.9500122070312,833.5499877929688,835.4249877929688,48578850,813.1788940429688
2023-12-26,836.625,842.9749755859375,834.2750244140625,841.2249755859375,18045856,818.8244018554688
2023-12-27,840.75,853.25,839.2999877929688,851.6500244140625,27009078,828.9718017578125
2023-12-28,854.6500244140625,860.7000122070312,851.0,852.625,44076470,829.9208374023438
2023-12-29,848.5,857.4500122070312,848.0,854.625,25011426,831.8676147460938
2024-01-01,853.0,854.5750122070312,846.0,849.0499877929688,14239686,826.4410400390625
2024-01-02,849.4000244140625,851.4000244140625,844.3499755859375,849.5499877929688,29242092,826.927734375
2024-01-03,851.0,852.3499755859375,834.4749755859375,836.4500122070312,28389762,814.1766357421875
2024-01-04,839.0,847.4749755859375,835.3499755859375,845.4249877929688,26734056,822.91259765625
2024-01-05,843.5750122070312,852.4500122070312,834.0499877929688,841.0999755859375,31889470,818.7027587890625
2024-01-08,839.25,841.1749877929688,830.0,831.7249755859375,17998470,809.577392578125
2024-01-09,833.5750122070312,838.9000244140625,823.375,825.25,25326888,803.2747802734375
2024-01-10,821.5,829.9749755859375,820.7000122070312,827.9749755859375,16115824,805.92724609375
2024-01-11,830.0,831.4500122070312,821.5,824.5,18314010,802.5447998046875
2024-01-12,826.0,828.0,816.7999877929688,820.5999755859375,19773552,798.74853515625
2024-01-15,823.8499755859375,840.4500122070312,821.7999877929688,836.4000244140625,28320356,814.1279907226562
2024-01-16,836.5,841.8250122070312,829.0499877929688,839.5750122070312,25322500,817.2183837890625
2024-01-17,785.0,798.4000244140625,764.2000122070312,768.75,170145236,748.279296875
2024-01-18,747.0,757.5,740.0250244140625,743.0750122070312,161070930,723.2879638671875
2024-01-19,752.9749755859375,755.125,734.2000122070312,735.3250122070312,109600538,715.744384765625
2024-01-23,732.5,737.3499755859375,712.5,713.6749877929688,115469402,694.6708984375
2024-01-24,690.125,729.2249755859375,690.125,727.9500122070312,86004404,708.5657958984375
2024-01-25,726.25,728.6749877929688,709.7000122070312,717.4500122070312,98941852,698.3453979492188
2024-01-29,724.0250244140625,731.4000244140625,722.9000244140625,727.3250122070312,65645498,707.9573974609375
2024-01-30,727.2750244140625,731.5999755859375,720.4500122070312,722.1500244140625,41728768,702.9202270507812
2024-01-31,719.75,737.4749755859375,718.4000244140625,731.2750244140625,65761040,711.80224609375
2024-02-01,732.5250244140625,736.7999877929688,728.0250244140625,733.1749877929688,32690740,713.651611328125
2024-02-02,737.5,740.4249877929688,721.0250244140625,723.0750122070312,44867754,703.8206176757812
2024-02-05,723.0,725.9500122070312,717.0250244140625,722.4249877929688,38605046,703.1878662109375
2024-02-06,722.7750244140625,724.8499755859375,716.2999877929688,722.0499877929688,41075740,702.8228759765625
2024-02-07,726.5,726.9000244140625,713.3250122070312,714.9749755859375,54837086,695.9362182617188
2024-02-08,714.9249877929688,719.4749755859375,700.25,701.5250244140625,69106124,682.8444213867188
2024-02-09,696.0750122070312,707.0999755859375,693.5,701.7999877929688,56642124,683.112060546875
2024-02-12,699.8250122070312,706.8250122070312,691.6749877929688,695.0,34447812,676.4932250976562
2024-02-13,695.9749755859375,702.1749877929688,692.1749877929688,697.2249755859375,57580994,678.6588745117188
2024-02-14,688.0,695.75,681.7750244140625,692.0250244140625,91320810,673.5974731445312
2024-02-15,692.5,707.75,692.1749877929688,707.0250244140625,41584944,688.197998046875
2024-02-16,711.9500122070312,713.8499755859375,704.2249755859375,709.9500122070312,32175742,691.0451049804688
2024-02-19,714.5,714.5,707.5999755859375,708.5499877929688,34451756,689.682373046875
2024-02-20,707.5,728.625,705.9000244140625,727.1500244140625,56133508,707.7870483398438
2024-02-21,732.0,732.0,717.5,719.5750122070312,45893136,700.4137573242188
2024-02-22,708.875,714.4000244140625,706.0999755859375,709.7750244140625,50560882,690.874755859375
2024-02-23,711.2750244140625,716.9500122070312,709.0,710.2999877929688,29833452,691.3857421875
2024-02-26,706.7750244140625,717.4249877929688,706.7750244140625,711.1500244140625,23506870,692.2131958007812
2024-02-27,706.7750244140625,713.3499755859375,706.5250244140625,710.0750122070312,32087150,691.1668090820312
2024-02-28,710.0750122070312,712.0999755859375,702.0,704.7000122070312,25321986,685.9348754882812
2024-02-29,701.0499877929688,705.2000122070312,698.6500244140625,701.7000122070312,53295700,683.0147705078125
2024-03-01,700.0,716.375,700.0,715.375,34738898,696.3256225585938
2024-03-04,715.4749755859375,718.5,712.1500244140625,716.3499755859375,35616474,697.2745971679688
2024-03-05,711.0,721.5,710.8250122070312,720.4249877929688,37991672,701.2411499023438
2024-03-06,716.7750244140625,726.4249877929688,716.7750244140625,721.2999877929688,42409530,702.0928344726562
2024-03-07,722.75,725.5250244140625,720.7000122070312,723.0499877929688,49348046,703.7962036132812
2024-03-11,715.0,722.9749755859375,711.5,713.9000244140625,50531094,694.8899536132812
2024-03-12,717.0,732.0,714.625,729.7750244140625,65418454,710.3421630859375
2024-03-13,732.75,735.7999877929688,725.0499877929688,730.2000122070312,63067454,710.755859375
2024-03-14,731.0499877929688,733.0,722.1500244140625,727.7249755859375,52432158,708.3467407226562
2024-03-15,725.0,729.6500244140625,721.125,726.3250122070312,143613804,706.9840698242188
2024-03-18,723.5,728.0,717.9000244140625,723.0250244140625,21437856,703.77197265625
2024-03-19,717.75,726.2000122070312,717.75,724.6749877929688,36183594,705.3779296875
2024-03-20,724.5250244140625,725.8250122070312,712.3250122070312,715.5250244140625,43606094,696.4716796875
2024-03-21,721.2999877929688,725.625,719.1500244140625,722.875,28922860,703.6259155273438
2024-03-22,720.5,725.375,718.875,721.4249877929688,45980326,702.2144775390625
2024-03-26,713.5999755859375,718.9749755859375,711.0750122070312,712.7000122070312,56844290,693.7218627929688
2024-03-27,711.7750244140625,723.9749755859375,710.625,720.3499755859375,62168668,701.1681518554688
2024-03-28,720.3499755859375,730.25,720.3499755859375,723.9500122070312,55592142,704.6722412109375
2024-04-01,729.0,736.9000244140625,727.7999877929688,735.25,25199570,715.67138671875
2024-04-02,732.5750122070312,747.4249877929688,731.625,740.0750122070312,41225446,720.367919921875
2024-04-03,736.0499877929688,747.8250122070312,735.7000122070312,741.1500244140625,45584386,721.414306640625
2024-04-04,752.0,765.0,752.0,763.7999877929688,88935066,743.461181640625
2024-04-05,769.5,777.25,765.0750122070312,774.7750244140625,59055902,754.1439208984375
2024-04-08,777.4749755859375,778.625,770.7750244140625,773.2999877929688,20482940,752.7081298828125
2024-04-09,777.4249877929688,777.4249877929688,770.1500244140625,774.2750244140625,21884494,753.6572875976562
2024-04-10,774.9500122070312,774.9500122070312,766.4749755859375,768.1749877929688,27807400,747.7196655273438
2024-04-12,760.5,764.9249877929688,756.7249755859375,759.4749755859375,41084208,739.2512817382812
2024-04-15,748.7750244140625,755.0,746.0250244140625,747.3499755859375,23415248,727.4491577148438
2024-04-16,743.5,756.4500122070312,741.125,754.625,20744886,734.5304565429688
2024-04-18,754.9000244140625,759.4249877929688,745.5250244140625,747.3499755859375,34234884,727.4491577148438
2024-04-19,743.2750244140625,767.4749755859375,740.125,765.6500244140625,34576434,745.2619018554688
2024-04-22,778.7000122070312,778.7000122070312,754.1500244140625,756.0999755859375,42298438,735.9661865234375
2024-04-23,763.1500244140625,763.25,751.625,753.7999877929688,26827060,733.7274169921875
2024-04-24,757.5,760.875,754.5250244140625,755.8499755859375,22441580,735.7227783203125
2024-04-25,753.125,759.8499755859375,753.125,755.375,35445204,735.260498046875
2024-04-26,759.9000244140625,764.0,752.7750244140625,754.9000244140625,24854694,734.7981567382812
2024-04-29,757.5,767.2249755859375,753.2750244140625,764.75,36093350,744.3858642578125
2024-04-30,764.5999755859375,769.75,757.4500122070312,760.0499877929688,52307382,739.8109741210938
2024-05-02,761.0,768.5,760.1749877929688,766.125,33475006,745.7242431640625
2024-05-03,766.625,770.2999877929688,753.5999755859375,759.7999877929688,31865242,739.567626953125
2024-05-06,761.0,767.25,758.5750122070312,761.3250122070312,28793396,741.0520629882812
2024-05-07,760.9749755859375,762.0250244140625,752.0750122070312,753.0750122070312,28480602,733.021728515625
2024-05-08,747.9749755859375,748.4749755859375,740.1749877929688,741.3250122070312,41687862,721.5845947265625
2024-05-09,737.4749755859375,743.375,722.6500244140625,723.75,46281278,704.4776000976562
2024-05-10,719.5,725.9749755859375,713.4000244140625,718.9500122070312,27276608,709.3616333007812
2024-05-13,716.0,729.9000244140625,715.1500244140625,727.625,27047202,717.9208984375
2024-05-14,726.125,732.75,725.1500244140625,730.4749755859375,25665142,720.7328491210938
2024-05-15,729.8499755859375,729.8499755859375,717.9000244140625,719.25,38931996,709.6575317382812
2024-05-16,723.0250244140625,731.2750244140625,717.75,730.125,34945236,720.3875122070312
2024-05-17,723.0999755859375,734.0,723.0999755859375,732.0499877929688,20920190,722.286865234375
2024-05-21,725.0499877929688,734.8499755859375,725.0499877929688,729.4000244140625,43769978,719.6722412109375
2024-05-22,728.9249877929688,732.7999877929688,724.0750122070312,729.5999755859375,39996278,719.8695678710938
2024-05-23,729.3250122070312,747.8250122070312,728.5250244140625,746.2999877929688,40861920,736.3468017578125
2024-05-24,743.75,759.9500122070312,743.0,758.5999755859375,31060206,748.4827270507812
2024-05-27,761.6749877929688,772.5,759.5250244140625,763.8499755859375,29385440,753.6627807617188
2024-05-28,765.0499877929688,768.0250244140625,762.4000244140625,765.25,27908904,755.0441284179688
2024-05-29,759.0,761.9249877929688,750.625,754.1500244140625,35147706,744.0921630859375
2024-05-30,749.5999755859375,761.7999877929688,748.8250122070312,757.4249877929688,33755350,747.3234252929688
2024-05-31,759.5,768.0,757.0,765.7750244140625,74079588,755.5620727539062
2024-06-03,799.5,799.5,775.0,786.0999755859375,72637256,775.6160278320312
2024-06-04,778.5,779.5,727.0,741.5750122070312,89531240,731.684814453125
2024-06-05,747.0250244140625,779.7999877929688,741.1749877929688,775.9000244140625,81631650,765.5520629882812
2024-06-06,782.4500122070312,782.7249755859375,773.2999877929688,779.8499755859375,46422870,769.4493408203125
2024-06-07,780.5250244140625,792.1749877929688,776.0250244140625,786.6749877929688,36712216,776.183349609375
2024-06-10,787.0,790.3250122070312,778.7999877929688,780.6500244140625,22454058,770.2387084960938
2024-06-11,778.0,785.5,776.0999755859375,782.4000244140625,29545326,771.9653930664062
2024-06-12,787.5,794.1500244140625,783.2000122070312,787.0750122070312,39280436,776.5780029296875
2024-06-13,790.875,792.8499755859375,787.0,790.375,24120192,779.8340454101562
2024-06-14,792.0,799.5,788.8499755859375,798.4500122070312,25540554,787.80126953125
2024-06-18,798.4500122070312,805.25,794.7249755859375,803.9000244140625,32415714,793.1786499023438
2024-06-19,806.7000122070312,834.9500122070312,802.0,828.9249877929688,90131196,817.869873046875
2024-06-20,834.9000244140625,840.7249755859375,826.0,834.6749877929688,41408742,823.5431518554688
2024-06-21,836.4249877929688,836.4249877929688,821.5750122070312,832.875,51630776,821.7671508789062
2024-06-24,823.5,837.5499877929688,822.875,836.2000122070312,28544994,825.0478515625
2024-06-25,835.5499877929688,858.4749755859375,835.5499877929688,855.6749877929688,74521548,844.2631225585938
2024-06-26,853.9749755859375,855.4500122070312,845.5499877929688,850.75,47596666,839.40380859375
2024-06-27,848.0499877929688,856.5,843.2999877929688,848.0750122070312,55074650,836.7644653320312
2024-06-28,848.7999877929688,853.2999877929688,839.5,841.9000244140625,26476046,830.6718139648438
2024-07-01,840.0,853.6500244140625,840.0,852.5999755859375,21187024,841.2291259765625
2024-07-02,857.5,867.4500122070312,851.375,865.2999877929688,45921690,853.7597045898438
2024-07-03,895.5,897.0,882.3250122070312,884.3250122070312,123217802,872.5310668945312
2024-07-04,879.875,879.875,862.4249877929688,863.5750122070312,45848658,852.0578002929688
2024-07-05,842.5,842.5,821.0999755859375,824.0499877929688,82242548,813.0598754882812
2024-07-08,822.6500244140625,827.4749755859375,813.5750122070312,817.6749877929688,39087800,806.7698974609375
2024-07-09,812.5,823.3499755859375,810.1749877929688,818.25,48550878,807.3372192382812
2024-07-10,814.9749755859375,820.0,810.375,813.0499877929688,45507182,802.2066040039062
2024-07-11,811.9749755859375,812.9249877929688,800.5,810.9500122070312,44177074,800.1345825195312
2024-07-12,811.0,819.2000122070312,805.5750122070312,811.3499755859375,56049960,800.5292358398438
2024-07-15,811.75,814.9000244140625,807.5999755859375,811.0499877929688,33375694,800.2332763671875
2024-07-16,810.375,813.5,808.4000244140625,809.875,28950324,799.073974609375
2024-07-18,804.0,811.9749755859375,799.5750122070312,807.4000244140625,33717064,796.6319580078125
2024-07-19,808.0,811.5,801.75,803.6500244140625,26002152,792.9320068359375
2024-07-22,808.5,825.5,806.3250122070312,821.2750244140625,53744822,810.3218994140625
2024-07-23,823.7750244140625,823.9000244140625,802.5,809.2000122070312,52002152,798.407958984375
2024-07-24,804.0750122070312,810.5,794.0250244140625,802.0250244140625,61728206,791.3286743164062
2024-07-25,796.5,812.5,796.5,808.2999877929688,25535732,797.5199584960938
2024-07-26,802.5,810.875,798.2249755859375,809.0750122070312,43810540,798.2846069335938
2024-07-29,807.5,815.9249877929688,799.1500244140625,802.5250244140625,51001148,791.822021484375
2024-07-30,801.0,817.375,799.5,807.7750244140625,54595834,797.001953125
2024-07-31,807.0,813.9500122070312,804.5999755859375,807.875,37820484,797.1005859375
2024-08-01,811.4500122070312,825.0250244140625,808.9749755859375,819.4000244140625,26215174,808.471923828125
2024-08-02,815.5,835.25,815.5,829.5750122070312,44119238,818.5111694335938
2024-08-05,820.0499877929688,823.0,800.5,807.875,41333634,797.1005859375
2024-08-06,815.0,816.4749755859375,796.6500244140625,800.5999755859375,45116050,789.922607421875
2024-08-07,808.5,815.0,801.0999755859375,811.75,42346264,800.9238891601562
2024-08-08,812.0,826.6500244140625,809.625,821.3499755859375,33976950,810.3958740234375
2024-08-09,826.0,831.2750244140625,822.9000244140625,825.0999755859375,26644618,814.0958251953125
2024-08-12,826.0,837.9749755859375,823.6749877929688,830.0499877929688,39316196,818.9798583984375
2024-08-13,814.0,816.2000122070312,800.5750122070312,801.5999755859375,54055042,790.9092407226562
2024-08-14,803.25,806.8499755859375,801.5999755859375,803.9000244140625,32334428,793.1786499023438
2024-08-16,814.25,817.0750122070312,805.5,816.0499877929688,27849246,805.1666259765625
2024-08-19,818.8250122070312,818.8250122070312,811.8499755859375,815.7750244140625,19502164,804.895263671875
2024-08-20,813.7249755859375,823.0,813.7249755859375,818.8499755859375,31134494,807.9292602539062
2024-08-21,814.0499877929688,817.2750244140625,808.9000244140625,812.9000244140625,47630904,802.0586547851562
2024-08-22,816.0,819.1500244140625,814.0,815.6500244140625,21300638,804.77197265625
2024-08-23,817.0,817.0,811.5,812.5250244140625,20333422,801.6885986328125
2024-08-26,816.0999755859375,823.9749755859375,816.0999755859375,819.9749755859375,22364266,809.0392456054688
2024-08-27,821.7000122070312,823.7000122070312,816.0999755859375,818.875,35773244,807.9539184570312
2024-08-28,818.875,819.875,815.0999755859375,818.5499877929688,26921188,807.6332397460938
2024-08-29,821.0,822.2000122070312,815.5750122070312,819.2750244140625,49052604,808.3485717773438
2024-08-30,828.0,831.0,810.5750122070312,818.4500122070312,445342100,807.5346069335938
2024-09-02,823.4000244140625,823.4000244140625,811.5999755859375,813.4749755859375,34049680,802.6258544921875
2024-09-03,817.0,819.9749755859375,812.2999877929688,818.6749877929688,37282860,807.756591796875
2024-09-04,819.5,822.4000244140625,816.0,820.9000244140625,24682744,809.951904296875
2024-09-05,823.0,824.9500122070312,821.0,822.7249755859375,22876318,811.7525024414062
2024-09-06,819.1500244140625,823.875,817.0499877929688,818.4749755859375,26029602,807.5592041015625
2024-09-09,819.0,824.25,815.0499877929688,823.25,23792914,812.2705688476562
2024-09-10,827.0,827.0,819.0,825.1749877929688,26606646,814.1698608398438
2024-09-11,825.2000122070312,826.25,819.5999755859375,821.9500122070312,22226684,810.9879150390625
2024-09-12,827.0,835.0,823.5250244140625,833.2999877929688,32424046,822.1865234375
2024-09-13,837.0,837.0,828.5250244140625,832.9749755859375,23860532,821.8658447265625
2024-09-16,833.5,838.9000244140625,832.0250244140625,835.4749755859375,15172820,824.3324584960938
2024-09-17,839.0,839.0,832.0750122070312,834.4000244140625,20127122,823.2718505859375
2024-09-18,835.9249877929688,849.4500122070312,835.5499877929688,847.4000244140625,40917342,836.0984497070312
2024-09-19,849.5999755859375,859.5,849.5750122070312,854.25,30651776,842.8571166992188
2024-09-20,858.25,872.4749755859375,853.7750244140625,870.5999755859375,60623386,858.989013671875
2024-09-23,874.5,883.1749877929688,870.125,879.9000244140625,26965350,868.1651000976562
2024-09-24,882.5,890.8250122070312,877.125,884.0250244140625,33039036,872.2350463867188
2024-09-25,880.0750122070312,894.0,880.0750122070312,889.5499877929688,31965312,877.686279296875
2024-09-26,886.5250244140625,894.0,884.0250244140625,891.7249755859375,31899644,879.8323364257812
2024-09-27,888.5,889.0999755859375,875.0,876.3250122070312,35613502,864.6376953125
2024-09-30,874.4000244140625,875.7249755859375,862.2000122070312,866.0250244140625,26383534,854.47509765625
2024-10-01,862.0,871.0,860.0499877929688,863.0999755859375,24572284,851.5890502929688
2024-10-03,857.8250122070312,863.0750122070312,836.6749877929688,841.0,48473398,829.7838134765625
2024-10-04,837.25,845.3250122070312,826.5,828.8250122070312,48683232,817.771240234375
2024-10-07,826.0999755859375,829.5,806.5,808.9000244140625,94458296,798.1119384765625
2024-10-08,815.0,828.4000244140625,811.0,825.5250244140625,29734406,814.5152587890625
2024-10-09,824.75,828.375,814.3499755859375,816.5750122070312,41125642,805.6845703125
2024-10-10,819.5,832.7249755859375,816.25,831.2000122070312,21754766,820.114501953125
2024-10-11,832.2249755859375,832.2249755859375,821.625,825.5,23672594,814.4905395507812
2024-10-14,828.0250244140625,846.0250244140625,827.0,844.0499877929688,18527508,832.7931518554688
2024-10-15,847.0,849.0,837.75,842.0499877929688,19651130,830.81982421875
2024-10-16,840.0499877929688,853.9749755859375,840.0499877929688,849.9000244140625,20470682,838.565185546875
2024-10-17,847.4749755859375,848.8250122070312,832.5999755859375,836.5750122070312,14695732,825.4178466796875
2024-10-18,831.5499877929688,845.5,827.0499877929688,840.9249877929688,24809724,829.7098388671875
2024-10-21,857.5,874.0750122070312,855.5250244140625,864.3499755859375,46548354,852.8223876953125
2024-10-22,865.0250244140625,870.0,855.3499755859375,857.2750244140625,38875280,845.841796875
2024-10-23,852.5250244140625,873.25,852.5250244140625,867.9000244140625,38036090,856.3251342773438
2024-10-24,869.0499877929688,884.3250122070312,869.0499877929688,874.8250122070312,30832258,863.15771484375
2024-10-25,877.5,878.9249877929688,864.3499755859375,871.7000122070312,26130478,860.0744018554688
2024-10-28,871.0,875.5,864.4500122070312,867.0999755859375,22012142,855.5357055664062
2024-10-29,863.0750122070312,882.0,862.5499877929688,875.9249877929688,35794926,864.2430419921875
2024-10-30,871.0,877.375,862.0999755859375,867.2999877929688,32715724,855.7330322265625
2024-10-31,864.0,869.4500122070312,859.7000122070312,867.8499755859375,22895912,856.2757568359375
2024-11-01,866.5,872.0499877929688,863.0499877929688,868.6500244140625,1759692,857.0650634765625
2024-11-04,872.5,872.5,855.4500122070312,857.0499877929688,28089248,845.6197509765625
2024-11-05,851.5,881.3499755859375,848.9500122070312,878.9249877929688,44232406,867.2030029296875
2024-11-06,885.75,885.75,872.6749877929688,877.625,27787910,865.9203491210938
2024-11-07,872.1500244140625,880.4749755859375,869.0,873.2750244140625,18895456,861.62841796875
2024-11-08,876.0,880.9000244140625,872.9249877929688,877.2249755859375,19902986,865.525634765625
2024-11-11,877.2750244140625,891.4000244140625,875.5999755859375,883.1500244140625,24565362,871.3717041015625
2024-11-12,886.0,887.5,854.3250122070312,859.0999755859375,31395406,847.6424560546875
2024-11-13,858.375,864.7000122070312,836.5,840.6749877929688,35728500,829.463134765625
2024-11-14,836.5499877929688,852.4249877929688,836.0499877929688,846.375,27146470,835.087158203125
2024-11-18,850.0,859.4500122070312,847.5,852.5499877929688,27081968,841.1797485351562
2024-11-19,857.0,876.875,851.3499755859375,871.125,50981272,859.507080078125
2024-11-21,874.7000122070312,879.5,867.0999755859375,870.5999755859375,35716512,858.989013671875
2024-11-22,871.7750244140625,877.1500244140625,864.7750244140625,872.7999877929688,24773612,861.15966796875
2024-11-25,892.5250244140625,901.7750244140625,882.4500122070312,892.7999877929688,427737274,880.8929443359375
2024-11-26,905.0,905.0,884.9000244140625,892.7750244140625,30935566,880.8683471679688
2024-11-27,894.9500122070312,908.6749877929688,892.5750122070312,906.1500244140625,32714976,894.06494140625
2024-11-28,909.5,918.0499877929688,894.0,896.5750122070312,35722392,884.6176147460938
2024-11-29,900.6500244140625,902.2999877929688,891.4500122070312,898.0250244140625,27669536,886.04833984375
2024-12-02,901.75,904.0750122070312,887.5,902.3499755859375,15110876,890.3156127929688
2024-12-03,911.3499755859375,918.7000122070312,908.0499877929688,913.1500244140625,43410242,900.9715576171875
2024-12-04,919.0,932.5,915.5750122070312,930.0499877929688,44669084,917.6461791992188
2024-12-05,930.0,939.9749755859375,917.5999755859375,932.875,39682714,920.4335327148438
2024-12-06,928.5,932.0999755859375,922.0,927.9249877929688,17783156,915.5494995117188
2024-12-09,926.8250122070312,940.0,924.5,935.0,26947912,922.5302124023438
2024-12-10,938.8499755859375,938.8499755859375,929.2750244140625,934.0499877929688,13325480,921.5928344726562
2024-12-11,930.8499755859375,935.9500122070312,928.375,931.5499877929688,14045426,919.1261596679688
2024-12-12,925.5,934.3250122070312,924.3499755859375,929.625,17293790,917.2268676757812
2024-12-13,931.25,937.5,914.625,935.875,19009002,923.3934936523438
2024-12-16,932.5499877929688,934.9749755859375,927.625,932.5999755859375,13107082,920.1621704101562
2024-12-17,928.1749877929688,931.1749877929688,913.25,916.625,21079532,904.4002685546875
2024-12-18,914.9249877929688,918.0,903.5750122070312,905.3499755859375,23422312,893.275634765625
2024-12-19,899.7999877929688,900.5499877929688,889.5,896.75,25380770,884.790283203125
2024-12-20,891.0999755859375,898.7750244140625,883.5250244140625,885.75,25692348,873.93701171875
2024-12-23,891.0,903.0,890.6500244140625,900.5,11044592,888.4902954101562
2024-12-24,901.0250244140625,904.3499755859375,894.7750244140625,899.0499877929688,14485834,887.0596313476562
2024-12-26,899.2750244140625,906.0,890.375,895.375,10481678,883.4336547851562
2024-12-27,897.4000244140625,902.9749755859375,894.5499877929688,899.125,7259330,887.1336669921875
2024-12-30,896.0999755859375,907.5,885.5,888.9500122070312,22222218,877.0943603515625
2024-12-31,885.1500244140625,890.9000244140625,882.7999877929688,886.4249877929688,14117236,874.6029663085938
2025-01-01,886.7249755859375,897.0,880.5499877929688,891.375,7313806,879.4869995117188
2025-01-02,888.5499877929688,901.7249755859375,886.5,896.875,18558576,884.9136352539062
2025-01-03,895.5,897.625,873.1500244140625,874.5999755859375,24426194,862.9356689453125
2025-01-06,870.0499877929688,878.5999755859375,852.9000244140625,855.25,18816348,843.84375
2025-01-07,857.5,860.5,850.0,856.7000122070312,13527906,845.2744140625
2025-01-08,854.125,855.8250122070312,841.6749877929688,847.1500244140625,19738190,835.8518676757812
2025-01-09,842.0750122070312,844.5,829.0499877929688,833.9000244140625,40420222,822.778564453125
2025-01-10,835.5,837.4500122070312,827.0,828.375,17453280,817.3272094726562
2025-01-13,820.0,823.375,812.1500244140625,815.4249877929688,21669066,804.5499267578125
2025-01-14,819.9500122070312,828.0999755859375,818.5,823.2999877929688,26661432,812.3198852539062
2025-01-15,828.25,831.3499755859375,818.1500244140625,821.5250244140625,14022892,810.568603515625
2025-01-16,826.4249877929688,830.2750244140625,821.4249877929688,826.0250244140625,21212454,815.0086059570312
2025-01-17,821.75,825.25,814.25,818.375,23112076,807.4605712890625
2025-01-20,813.0,830.4749755859375,813.0,825.625,17557618,814.6138916015625
2025-01-21,829.125,830.5250244140625,816.5250244140625,821.2000122070312,31158144,810.2479248046875
2025-01-22,821.2000122070312,835.9500122070312,812.7249755859375,833.0250244140625,30619306,821.9152221679688
2025-01-23,843.5,843.5,825.625,832.4500122070312,34909158,821.347900390625
2025-01-24,830.0,835.1500244140625,822.25,824.9000244140625,24236200,813.8986206054688
2025-01-27,820.5499877929688,821.7999877929688,813.0,814.9000244140625,22804166,804.0319213867188
2025-01-28,823.5,842.1500244140625,823.5,835.2000122070312,30179312,824.0612182617188
2025-01-29,837.5,840.5750122070312,834.4249877929688,838.6500244140625,12619890,827.4651489257812
2025-01-30,840.5,848.9500122070312,836.2750244140625,845.75,25744846,834.4705200195312
2025-01-31,843.625,852.3499755859375,841.9749755859375,849.375,15821686,838.047119140625
2025-02-01,848.75,856.5,838.0250244140625,845.4749755859375,5587528,834.1991577148438
2025-02-03,835.0,843.4000244140625,831.7249755859375,839.0,20276540,827.8104858398438
2025-02-04,844.3499755859375,862.9000244140625,840.0250244140625,860.4500122070312,28616502,848.9744873046875
2025-02-05,866.5,872.0999755859375,859.4500122070312,868.9000244140625,23675506,857.311767578125
2025-02-06,867.75,874.5,862.0,871.9249877929688,26760716,860.29638671875
2025-02-07,875.0,883.5,862.5,866.375,23509600,854.8204345703125
2025-02-10,858.6500244140625,861.7249755859375,854.25,857.875,17195950,846.4337158203125
2025-02-11,851.5,855.5,844.3499755859375,850.7000122070312,22724704,839.3544311523438
2025-02-12,846.5,856.0,840.5999755859375,853.4000244140625,22809570,842.0184326171875
2025-02-13,849.5,857.125,846.7750244140625,848.8499755859375,12602434,837.5291137695312
2025-02-14,850.9500122070312,850.9500122070312,840.0,847.4249877929688,19959892,836.1231079101562
2025-02-17,842.5999755859375,860.0,840.625,858.6749877929688,12938946,847.2230834960938
2025-02-18,856.5250244140625,865.7750244140625,853.0750122070312,861.5250244140625,16350910,850.0350952148438
2025-02-19,858.5,868.9500122070312,856.2249755859375,863.5999755859375,11884112,852.0823974609375
2025-02-20,855.5,857.3499755859375,842.6500244140625,843.5499877929688,26390510,832.2998046875
2025-02-21,840.4500122070312,847.4749755859375,838.625,846.25,15680940,834.9638061523438
2025-02-24,840.5499877929688,842.0999755859375,830.5499877929688,838.5499877929688,20693646,827.366455078125
2025-02-25,835.5499877929688,844.0,835.5499877929688,841.1749877929688,24138708,829.9564819335938
2025-02-27,841.2750244140625,855.375,841.2750244140625,850.3499755859375,35786800,839.0091552734375
2025-02-28,842.5,868.625,842.5,866.2000122070312,54516728,854.6477661132812
